timestamp,angle,torque,speed
1479425730104566670,-0.0139626339078,-0.4375,22.3305549622
1479425730124448733,-0.0157079640776,-0.4375,22.3277778625
1479425730144568954,-0.0157079640776,-0.375,22.3250007629
1479425730164665702,-0.0157079640776,-0.375,22.3250007629
1479425730184579459,-0.0157079640776,-0.375,22.3361110687
1479425730204566293,-0.0157079640776,-0.375,22.3361110687
1479425730224607295,-0.0157079640776,-0.375,22.3333339691
1479425730244644610,-0.0157079640776,-0.375,22.3305549622
1479425730264682209,-0.0157079640776,-0.3125,22.3305549622
1479425730284695862,-0.0157079640776,-0.4375,22.3361110687
1479425730304771859,-0.0157079640776,-0.3125,22.3305549622
1479425730324774785,-0.0157079640776,-0.3125,22.3277778625
1479425730344820823,-0.0157079640776,-0.375,22.3194446564
1479425730364863906,-0.0157079640776,-0.25,22.3250007629
1479425730384934999,-0.0157079640776,-0.3125,22.3250007629
1479425730404910876,-0.0157079640776,-0.1875,22.3166675568
1479425730424989224,-0.0157079640776,-0.0625,22.3111114502
1479425730444978496,-0.0157079640776,0.0625,22.302778244
1479425730465064943,-0.0139626339078,0.0625,22.302778244
1479425730485116124,-0.0122173046693,0.1875,22.2972221375
1479425730505130517,-0.0104719754308,0.25,22.2888889313
1479425730525107544,-0.00872664619237,0.25,22.2805557251
1479425730545132118,-0.00523598771542,0.4375,22.2722225189
1479425730565183904,-0.00174532923847,0.375,22.269443512
1479425730585229428,0.00174532923847,0.4375,22.2638893127
1479425730605271780,0.00174532923847,0.3125,22.2583332062
1479425730625319009,0.00523598771542,0.3125,22.2555561066
1479425730645314336,0.00523598771542,0.25,22.2555561066
1479425730665344026,0.00523598771542,0.125,22.2583332062
1479425730685383697,0.00349065847695,0.0,22.2555561066
1479425730705692569,0.00349065847695,0.0,22.2527770996
1479425730725463344,0.00349065847695,-0.0625,22.25
1479425730745568582,0.00174532923847,0.0,22.2527770996
1479425730765573301,0.00174532923847,0.0,22.2527770996
1479425730785564600,0.00174532923847,0.0,22.25
1479425730805594156,0.00174532923847,0.125,22.2472229004
1479425730825653120,0.00174532923847,0.25,22.2444438934
1479425730845688205,0.00174532923847,0.3125,22.2472229004
1479425730865687006,0.00349065847695,0.375,22.2388896942
1479425730885742547,0.00349065847695,0.375,22.2388896942
1479425730905776169,0.00349065847695,0.1875,22.2333335876
1479425730925819024,0.00349065847695,0.1875,22.2361106873
1479425730945831354,0.00349065847695,0.125,22.2361106873
1479425730965874583,0.00349065847695,0.125,22.2333335876
1479425730985919265,0.00349065847695,0.1875,22.2277774811
1479425731005960773,0.00349065847695,0.1875,22.2166671753
1479425731025964117,0.00349065847695,0.0,22.2222213745
1479425731046013471,0.00349065847695,-0.0625,22.2222213745
1479425731066079105,0.00349065847695,0.0,22.2194442749
1479425731086072046,0.00349065847695,-0.0625,22.2138881683
1479425731106099011,0.00349065847695,-0.0625,22.2138881683
1479425731126164426,0.00174532923847,-0.125,22.2194442749
1479425731146355539,0.00174532923847,-0.125,22.2194442749
1479425731166354099,0.00174532923847,-0.3125,22.2250003815
1479425731186460742,0.00174532923847,-0.3125,22.2277774811
1479425731206479451,0.00174532923847,-0.25,22.2333335876
1479425731226591602,0.00174532923847,-0.25,22.2388896942
1479425731246569924,0.00174532923847,-0.25,22.2361106873
1479425731266446352,0.00174532923847,-0.1875,22.2361106873
1479425731286448037,0.00174532923847,-0.25,22.230556488
1479425731306566583,0.00174532923847,-0.125,22.2361106873
1479425731326588754,0.00174532923847,-0.125,22.2333335876
1479425731346618024,0.00174532923847,0.0,22.2250003815
1479425731366609901,0.00174532923847,0.0625,22.2194442749
1479425731386640656,0.00174532923847,0.0625,22.2138881683
1479425731406799418,0.00174532923847,0.0625,22.2166671753
1479425731426799299,0.00174532923847,0.1875,22.2138881683
1479425731446797739,0.00174532923847,0.25,22.2083339691
1479425731466799795,0.00174532923847,0.25,22.2055549622
1479425731486777477,0.00174532923847,0.375,22.2055549622
1479425731506865358,0.00174532923847,0.375,22.2083339691
1479425731526815788,0.00174532923847,0.4375,22.2027778625
1479425731547008621,0.00349065847695,0.375,22.2000007629
1479425731566917918,0.00349065847695,0.3125,22.2027778625
1479425731587088579,0.00349065847695,0.375,22.2083339691
1479425731606944338,0.00349065847695,0.25,22.2138881683
1479425731626986199,0.00349065847695,0.3125,22.2138881683
1479425731647008526,0.00349065847695,0.375,22.2194442749
1479425731667052897,0.00523598771542,0.375,22.2250003815
1479425731687103259,0.00523598771542,0.4375,22.2333335876
1479425731707136561,0.0069813169539,0.5,22.2361106873
1479425731727164172,0.00872664619237,0.5625,22.2416667938
1479425731747254411,0.0122173046693,0.5625,22.2416667938
1479425731767288985,0.0139626339078,0.6875,22.2444438934
1479425731787276354,0.0191986225545,0.625,22.25
1479425731807287385,0.0261799395084,0.6875,22.2416667938
1479425731827344779,0.0314159281552,0.75,22.2388896942
1479425731847384858,0.0366519130766,0.6875,22.2361106873
1479425731867578843,0.0418879017234,0.8125,22.2388896942
1479425731887507433,0.0471238903701,0.8125,22.2333335876
1479425731907573164,0.0523598790169,0.875,22.2250003815
1479425731927567969,0.0575958639383,0.8125,22.2194442749
1479425731947566417,0.0628318563104,0.8125,22.2138881683
1479425731967786745,0.0645771846175,0.75,22.2138881683
1479425731987753156,0.0645771846175,0.8125,22.2055549622
1479425732007738886,0.0645771846175,0.625,22.2027778625
1479425732027821562,0.0645771846175,0.5,22.2000007629
1479425732047709910,0.0645771846175,0.5625,22.2027778625
1479425732067734790,0.0628318563104,0.4375,22.2027778625
1479425732087787347,0.0628318563104,0.375,22.1916675568
1479425732107989445,0.0628318563104,0.3125,22.1888885498
1479425732128360510,0.0610865242779,0.125,22.1861114502
1479425732147967387,0.0593411959708,0.1875,22.1888885498
1479425732167960705,0.0575958639383,0.0,22.1861114502
1479425732187993377,0.0558505356312,0.0625,22.1805553436
1479425732207989544,0.0523598790169,0.125,22.1722221375
1479425732228434574,0.0506145469844,0.125,22.1666660309
1479425732248059492,0.0488692186773,0.125,22.1666660309
1479425732268209145,0.0488692186773,0.125,22.1638889313
1479425732288229741,0.0471238903701,0.125,22.1555557251
1479425732308290931,0.0436332300305,0.1875,22.1472225189
1479425732328601802,0.0436332300305,0.1875,22.144443512
1479425732348346443,0.0401425734162,0.125,22.1416664124
1479425732368353902,0.0383972451091,0.1875,22.1361103058
1479425732388299776,0.0383972451091,0.1875,22.1305561066
1479425732408320492,0.0366519130766,0.0625,22.1222229004
1479425732428316649,0.0349065847695,0.0625,22.1166667938
1479425732448570837,0.0331612564623,-0.125,22.1166667938
1479425732468567828,0.0314159281552,-0.125,22.1111106873
1479425732488568237,0.0279252678156,-0.1875,22.105556488
1479425732508566063,0.0244346093386,-0.375,22.1083335876
1479425732528658191,0.0174532923847,-0.3125,22.1083335876
1479425732548568823,0.0104719754308,-0.4375,22.1027774811
1479425732568752103,0.00349065847695,-0.5,22.0972213745
1479425732588640650,0.0,-0.5,22.0944442749
1479425732608796040,-0.00523598771542,-0.5,22.0944442749
1479425732628684724,-0.0104719754308,-0.5,22.1000003815
1479425732648698738,-0.0122173046693,-0.25,22.0972213745
1479425732668728647,-0.0122173046693,-0.125,22.0944442749
1479425732688772680,-0.0122173046693,0.0625,22.0916671753
1479425732708819802,-0.0104719754308,0.25,22.0944442749
1479425732728866997,-0.0069813169539,0.125,22.0972213745
1479425732748881474,-0.00349065847695,0.25,22.0944442749
1479425732768916480,0.0,0.25,22.0916671753
1479425732788937540,0.00174532923847,0.1875,22.0833339691
1479425732808989454,0.00349065847695,0.1875,22.0861110687
1479425732829026127,0.00523598771542,0.125,22.0861110687
1479425732849051200,0.00523598771542,0.125,22.0777778625
1479425732869092599,0.00523598771542,0.125,22.0694446564
1479425732889096825,0.00523598771542,0.0,22.0638885498
1479425732909152745,0.00523598771542,0.0,22.0611114502
1479425732929184812,0.00523598771542,-0.0625,22.0583324432
1479425732949213250,0.00523598771542,0.0,22.0499992371
1479425732969250732,0.00523598771542,0.125,22.0444450378
1479425732989276450,0.00523598771542,0.0625,22.0388889313
1479425733009318734,0.00523598771542,0.1875,22.0416660309
1479425733029362730,0.00523598771542,0.25,22.0333328247
1479425733049381187,0.00523598771542,0.25,22.0277786255
1479425733069411802,0.00523598771542,0.125,22.0222225189
1479425733089470386,0.00523598771542,0.0625,22.0222225189
1479425733109485600,0.00523598771542,0.0,22.0249996185
1479425733129582286,0.00523598771542,0.0,22.0222225189
1479425733149570009,0.00523598771542,0.0,22.019443512
1479425733169593716,0.00523598771542,0.0,22.0166664124
1479425733189643756,0.00523598771542,0.125,22.019443512
1479425733209651027,0.00523598771542,0.125,22.0166664124
1479425733229685539,0.00523598771542,0.0625,22.0111103058
1479425733249736581,0.00523598771542,0.0625,22.0
1479425733269773881,0.00349065847695,-0.0625,21.9972229004
1479425733289818011,0.00349065847695,-0.1875,22.0027770996
1479425733309842132,0.00349065847695,0.125,21.9972229004
1479425733329839480,0.00349065847695,0.1875,21.9888896942
1479425733349915619,0.00523598771542,0.125,21.9722213745
1479425733369915928,0.00349065847695,0.0625,21.9694442749
1479425733389960453,0.00349065847695,0.125,21.980556488
1479425733410033978,0.00523598771542,0.3125,21.9694442749
1479425733430056169,0.00523598771542,0.25,21.9527778625
1479425733450076059,0.00349065847695,0.125,21.9444446564
1479425733470106030,0.00349065847695,0.25,21.9416675568
1479425733490135341,0.00523598771542,0.1875,21.9388885498
1479425733510141616,0.00523598771542,0.1875,21.927778244
1479425733530212916,0.00523598771542,0.25,21.9194450378
1479425733550235492,0.00523598771542,0.25,21.9138889313
1479425733570277028,0.00523598771542,0.1875,21.9111118317
1479425733590339522,0.00523598771542,0.125,21.9055557251
1479425733610337527,0.00523598771542,0.1875,21.8972225189
1479425733630401869,0.00523598771542,0.25,21.894443512
1479425733650404766,0.00523598771542,0.1875,21.8888893127
1479425733670469487,0.00523598771542,0.0625,21.8916664124
1479425733690479681,0.00523598771542,0.0,21.8916664124
1479425733710572972,0.00523598771542,0.0,21.8916664124
1479425733730603294,0.00523598771542,-0.0625,21.8861103058
1479425733750583445,0.00523598771542,0.0625,21.8833332062
1479425733770598190,0.00349065847695,-0.1875,21.8861103058
1479425733790655667,0.00349065847695,-0.1875,21.8833332062
1479425733810655813,0.00349065847695,-0.25,21.8833332062
1479425733830697063,0.00174532923847,-0.25,21.8805561066
1479425733850747494,0.00174532923847,-0.25,21.875
1479425733870790793,0.00174532923847,-0.3125,21.8722229004
1479425733890783780,0.00174532923847,-0.3125,21.8666667938
1479425733910865097,0.00174532923847,-0.25,21.8611106873
1479425733930865006,0.00174532923847,-0.3125,21.8527774811
1479425733950917673,0.00174532923847,-0.1875,21.8472213745
1479425733970966152,0.00174532923847,-0.25,21.8416671753
1479425733990982583,0.00174532923847,0.0625,21.8305549622
1479425734011030788,0.00174532923847,0.0,21.8138885498
1479425734031057878,0.00174532923847,0.0,21.802778244
1479425734051073603,0.00174532923847,-0.125,21.7972221375
1479425734071117429,0.00174532923847,-0.0625,21.7888889313
1479425734091140205,0.00174532923847,-0.0625,21.7749996185
1479425734111191039,0.00174532923847,-0.125,21.7611103058
1479425734131238554,0.00174532923847,-0.1875,21.7527770996
1479425734151243238,0.0,-0.25,21.7555561066
1479425734171305977,0.0,-0.1875,21.75
1479425734191302533,0.0,-0.1875,21.7444438934
1479425734211324957,0.0,-0.1875,21.7388896942
1479425734231367735,0.0,-0.1875,21.7388896942
1479425734251439302,0.0,-0.3125,21.7444438934
1479425734271462107,0.0,-0.25,21.7388896942
1479425734291469689,0.0,-0.25,21.7333335876
1479425734311586078,0.0,-0.3125,21.7277774811
1479425734331570657,0.0,-0.25,21.7277774811
1479425734351576107,0.0,-0.25,21.7222213745
1479425734371641647,0.0,-0.25,21.7111110687
1479425734391638897,0.0,-0.25,21.7000007629
1479425734411699376,0.0,-0.25,21.6888885498
1479425734431740393,0.0,-0.125,21.6833324432
1479425734451740534,0.0,-0.1875,21.6694450378
1479425734471794020,0.00174532923847,-0.0625,21.6555557251
1479425734491814888,0.00174532923847,0.0,21.6416664124
1479425734511868765,0.00174532923847,0.0,21.625
1479425734531874507,0.00174532923847,-0.0625,21.6138896942
1479425734551962464,0.00174532923847,-0.0625,21.6027774811
1479425734571964007,0.00174532923847,-0.0625,21.5833339691
1479425734592008544,0.00174532923847,-0.125,21.5694446564
1479425734612035106,0.00174532923847,-0.125,21.5555553436
1479425734632071653,0.00174532923847,-0.25,21.5499992371
1479425734652096608,0.0,-0.25,21.5388889313
1479425734672142035,0.0,-0.3125,21.5249996185
1479425734692189536,0.0,-0.375,21.5138893127
1479425734712191613,0.0,-0.1875,21.5
1479425734732501002,0.0,-0.25,21.4916667938
1479425734752278057,0.0,-0.1875,21.4777774811
1479425734772301243,0.0,-0.1875,21.4666671753
1479425734792345623,0.0,-0.25,21.4500007629
1479425734812348028,0.0,-0.1875,21.4416675568
1479425734832417135,0.0,-0.25,21.4333324432
1479425734852468140,0.0,-0.125,21.4194450378
1479425734872450784,0.0,-0.1875,21.4083328247
1479425734892583146,0.0,-0.25,21.394443512
1479425734912574674,0.0,-0.1875,21.3861103058
1479425734932595252,0.0,-0.1875,21.3805561066
1479425734952632993,0.0,-0.1875,21.3638896942
1479425734972824360,0.0,-0.25,21.3527774811
1479425734992685070,0.0,-0.375,21.3388881683
1479425735012687984,0.0,-0.25,21.3361110687
1479425735032753646,0.0,-0.3125,21.322221756
1479425735052780618,0.0,-0.3125,21.302778244
1479425735072823719,0.0,-0.3125,21.2861118317
1479425735092857575,0.0,-0.4375,21.2722225189
1479425735112859676,0.0,-0.5,21.2638893127
1479425735132904901,-0.00174532923847,-0.625,21.25
1479425735152963465,-0.00349065847695,-0.625,21.2361106873
1479425735173045603,-0.00523598771542,-0.6875,21.2222213745
1479425735193002966,-0.0104719754308,-0.6875,21.2083339691
1479425735213054064,-0.0139626339078,-0.75,21.197221756
1479425735233109797,-0.0191986225545,-0.75,21.1833324432
1479425735253095180,-0.0226892810315,-0.6875,21.1694450378
1479425735273310192,-0.0261799395084,-0.6875,21.1499996185
1479425735293174760,-0.0279252678156,-0.5625,21.1388893127
1479425735313188817,-0.0279252678156,-0.5625,21.1305561066
1479425735333253008,-0.0279252678156,-0.4375,21.1166667938
1479425735353275002,-0.0279252678156,-0.375,21.1000003815
1479425735373787440,-0.0261799395084,-0.1875,21.0805549622
1479425735393338534,-0.0261799395084,-0.125,21.0777778625
1479425735413382855,-0.0244346093386,-0.125,21.0666675568
1479425735433501253,-0.0226892810315,-0.0625,21.0499992371
1479425735453438308,-0.0209439508617,0.0,21.0472221375
1479425735473464640,-0.0191986225545,0.0,21.0388889313
1479425735493585484,-0.0174532923847,-0.0625,21.0277786255
1479425735513582843,-0.0174532923847,-0.125,21.0222225189
1479425735533606821,-0.0157079640776,-0.125,21.019443512
1479425735553612860,-0.0157079640776,-0.1875,21.0083332062
1479425735573638034,-0.0157079640776,-0.25,21.0027770996
1479425735593692905,-0.0157079640776,-0.25,20.9888896942
1479425735613732487,-0.0157079640776,-0.3125,20.9777774811
1479425735633738947,-0.0157079640776,-0.25,20.9666671753
1479425735653825381,-0.0157079640776,-0.25,20.9611110687
1479425735673817450,-0.0157079640776,-0.1875,20.9444446564
1479425735693861920,-0.0157079640776,-0.0625,20.9388885498
1479425735713881349,-0.0157079640776,-0.1875,20.9333324432
1479425735733919031,-0.0157079640776,-0.0625,20.9305553436
1479425735754238530,-0.0157079640776,0.0,20.927778244
1479425735773992836,-0.0157079640776,0.0,20.9222221375
1479425735794010746,-0.0157079640776,0.0,20.9194450378
1479425735814065421,-0.0157079640776,0.0,20.9222221375
1479425735834059260,-0.0139626339078,0.0625,20.9194450378
1479425735854261445,-0.0139626339078,0.125,20.9194450378
1479425735874166842,-0.0139626339078,0.0625,20.9166660309
1479425735894224028,-0.0139626339078,0.0625,20.9138889313
1479425735914237903,-0.0139626339078,0.0,20.9166660309
1479425735934275522,-0.0139626339078,0.1875,20.9138889313
1479425735954298682,-0.0139626339078,0.125,20.9111118317
1479425735974319100,-0.0139626339078,0.0,20.9083328247
1479425735994370084,-0.0122173046693,0.125,20.9083328247
1479425736014398628,-0.0122173046693,0.0625,20.9055557251
1479425736034440360,-0.0122173046693,0.0625,20.8999996185
1479425736054468988,-0.0122173046693,0.0625,20.8972225189
1479425736074490868,-0.0122173046693,0.0625,20.8972225189
1479425736094562907,-0.0122173046693,0.1875,20.894443512
1479425736114589146,-0.0104719754308,-0.0625,20.8861103058
1479425736134597991,-0.0104719754308,0.0625,20.8833332062
1479425736154633602,-0.0104719754308,0.0625,20.8777770996
1479425736174695702,-0.0069813169539,0.0625,20.875
1479425736194688254,-0.0069813169539,0.125,20.875
1479425736214763798,-0.00523598771542,0.0625,20.8722229004
1479425736234801093,-0.00523598771542,0.125,20.8694438934
1479425736254770092,-0.00349065847695,0.125,20.8666667938
1479425736274833100,-0.00349065847695,0.125,20.8611106873
1479425736294956835,-0.00349065847695,0.125,20.8611106873
1479425736314909033,-0.00349065847695,0.0625,20.8611106873
1479425736334971695,-0.00349065847695,0.125,20.8583335876
1479425736354940615,-0.00349065847695,0.125,20.8527774811
1479425736375003120,-0.00349065847695,0.125,20.8500003815
1479425736395208846,-0.00349065847695,0.1875,20.8500003815
1479425736415080521,-0.00349065847695,0.0625,20.8527774811
1479425736435112093,-0.00349065847695,0.1875,20.8527774811
1479425736455112268,-0.00174532923847,0.125,20.8527774811
1479425736475163112,-0.00174532923847,0.125,20.8527774811
1479425736495216940,-0.00174532923847,0.25,20.8500003815
1479425736515237618,0.0,0.125,20.855556488
1479425736535308482,0.00174532923847,0.1875,20.855556488
1479425736555315873,0.00174532923847,0.25,20.8527774811
1479425736575323645,0.00174532923847,0.1875,20.8500003815
1479425736595465567,0.00523598771542,0.25,20.8500003815
1479425736615417979,0.00523598771542,0.1875,20.8527774811
1479425736635466193,0.0069813169539,0.3125,20.8527774811
1479425736655463146,0.0069813169539,0.375,20.8500003815
1479425736675575341,0.00872664619237,0.375,20.8500003815
1479425736695580678,0.00872664619237,0.375,20.8500003815
1479425736715566595,0.00872664619237,0.3125,20.8527774811
1479425736735614266,0.00872664619237,0.5,20.8500003815
1479425736755657988,0.0104719754308,0.375,20.8472213745
1479425736775687496,0.0104719754308,0.375,20.8416671753
1479425736795694570,0.0104719754308,0.4375,20.8416671753
1479425736815817745,0.0104719754308,0.375,20.8416671753
1479425736836001156,0.0104719754308,0.4375,20.8388881683
1479425736855968661,0.0104719754308,0.4375,20.8361110687
1479425736875979838,0.0104719754308,0.4375,20.8333339691
1479425736895878104,0.0104719754308,0.4375,20.8361110687
1479425736916005332,0.0104719754308,0.3125,20.8361110687
1479425736936025044,0.0104719754308,0.4375,20.8361110687
1479425736955971822,0.0122173046693,0.375,20.8361110687
1479425736976025469,0.0122173046693,0.375,20.8333339691
1479425736996060384,0.0122173046693,0.3125,20.8361110687
1479425737016061440,0.0122173046693,0.25,20.8388881683
1479425737036111485,0.0122173046693,0.1875,20.8361110687
1479425737056147253,0.0122173046693,0.0,20.8333339691
1479425737076195287,0.0104719754308,-0.0625,20.8305549622
1479425737096237356,0.0104719754308,-0.125,20.8305549622
1479425737116240148,0.00872664619237,-0.25,20.8305549622
1479425737136289035,0.0069813169539,-0.3125,20.8277778625
1479425737156340619,0.00523598771542,-0.375,20.822221756
1479425737176335536,0.00174532923847,-0.5,20.8166675568
1479425737196404490,0.00174532923847,-0.5,20.8138885498
1479425737216435966,0.0,-0.6875,20.8111114502
1479425737236448100,-0.00349065847695,-0.5625,20.8083324432
1479425737256471225,-0.0069813169539,-0.6875,20.8055553436
1479425737276573293,-0.0104719754308,-0.625,20.7999992371
1479425737296582718,-0.0122173046693,-0.5625,20.7972221375
1479425737316604776,-0.0157079640776,-0.625,20.7944450378
1479425737336639369,-0.0174532923847,-0.5625,20.7888889313
1479425737356656122,-0.0191986225545,-0.5,20.7861118317
1479425737376688476,-0.0209439508617,-0.5625,20.7805557251
1479425737396737986,-0.0209439508617,-0.375,20.7749996185
1479425737416747965,-0.0209439508617,-0.4375,20.7722225189
1479425737436790153,-0.0209439508617,-0.375,20.7666664124
1479425737456816649,-0.0209439508617,-0.375,20.7583332062
1479425737476867741,-0.0209439508617,-0.4375,20.7527770996
1479425737496916460,-0.0209439508617,-0.4375,20.75
1479425737516938366,-0.0209439508617,-0.5,20.7444438934
1479425737537002653,-0.0226892810315,-0.5,20.7388896942
1479425737556984441,-0.0226892810315,-0.5625,20.7333335876
1479425737577028964,-0.0226892810315,-0.5,20.7277774811
1479425737597048810,-0.0226892810315,-0.5625,20.7277774811
1479425737617072458,-0.0226892810315,-0.5,20.7250003815
1479425737637135882,-0.0226892810315,-0.5,20.7194442749
1479425737657188758,-0.0226892810315,-0.5,20.7138881683
1479425737677186803,-0.0226892810315,-0.5,20.7111110687
1479425737697214784,-0.0226892810315,-0.4375,20.7083339691
1479425737717262648,-0.0226892810315,-0.25,20.7083339691
1479425737737302049,-0.0209439508617,0.0,20.7000007629
1479425737757311946,-0.0191986225545,0.125,20.6944446564
1479425737777361842,-0.0157079640776,0.25,20.6888885498
1479425737797413348,-0.0104719754308,0.1875,20.6861114502
1479425737817424094,-0.00872664619237,0.0,20.6833324432
1479425737837465078,-0.0069813169539,0.0625,20.677778244
1479425737857582593,-0.0069813169539,0.0625,20.6694450378
1479425737877582566,-0.0069813169539,-0.125,20.6638889313
1479425737897580443,-0.0069813169539,-0.125,20.6611118317
1479425737917594931,-0.00872664619237,-0.25,20.6611118317
1479425737937680507,-0.00872664619237,-0.1875,20.6555557251
1479425737957668663,-0.00872664619237,-0.1875,20.6472225189
1479425737977699782,-0.00872664619237,-0.1875,20.6416664124
1479425737997734865,-0.00872664619237,-0.1875,20.6388893127
1479425738017780724,-0.00872664619237,-0.0625,20.6361103058
1479425738037787875,-0.00872664619237,-0.1875,20.6277770996
1479425738057827172,-0.00872664619237,-0.25,20.6166667938
1479425738077868143,-0.0104719754308,-0.3125,20.6111106873
1479425738097912743,-0.0104719754308,-0.3125,20.605556488
1479425738117960077,-0.0104719754308,-0.4375,20.6000003815
1479425738137985344,-0.0122173046693,-0.375,20.5888881683
1479425738157992085,-0.0122173046693,-0.4375,20.5805549622
1479425738178045380,-0.0139626339078,-0.4375,20.5750007629
1479425738198067608,-0.0139626339078,-0.5,20.572221756
1479425738218095568,-0.0157079640776,-0.5,20.5694446564
1479425738238136224,-0.0157079640776,-0.625,20.5611114502
1479425738258186499,-0.0174532923847,-0.5625,20.552778244
1479425738278184931,-0.0191986225545,-0.5625,20.5472221375
1479425738298232175,-0.0209439508617,-0.5625,20.5444450378
1479425738318261287,-0.0209439508617,-0.5625,20.5416660309
1479425738338335829,-0.0226892810315,-0.6875,20.5361118317
1479425738358345097,-0.0226892810315,-0.5625,20.5277786255
1479425738378361428,-0.0244346093386,-0.625,20.5222225189
1479425738398397517,-0.0261799395084,-0.625,20.5166664124
1479425738418476962,-0.0261799395084,-0.5625,20.5111103058
1479425738438467181,-0.0279252678156,-0.625,20.5027770996
1479425738458598242,-0.0279252678156,-0.625,20.4944438934
1479425738478566502,-0.0314159281552,-0.625,20.4888896942
1479425738498566967,-0.0331612564623,-0.625,20.4833335876
1479425738518602259,-0.0331612564623,-0.5,20.4777774811
1479425738538671107,-0.0331612564623,-0.5,20.4694442749
1479425738558688815,-0.0331612564623,-0.4375,20.4611110687
1479425738578697964,-0.0331612564623,-0.4375,20.4555549622
1479425738598755850,-0.0331612564623,-0.4375,20.4527778625
1479425738618803700,-0.0331612564623,-0.375,20.4500007629
1479425738638849621,-0.0331612564623,-0.4375,20.4444446564
1479425738658825688,-0.0331612564623,-0.4375,20.4361114502
1479425738678867649,-0.0331612564623,-0.4375,20.4305553436
1479425738698911658,-0.0331612564623,-0.5,20.4305553436
1479425738718960988,-0.0331612564623,-0.4375,20.4305553436
1479425738738968125,-0.0331612564623,-0.5,20.427778244
1479425738759314439,-0.0331612564623,-0.375,20.4222221375
1479425738779050149,-0.0331612564623,-0.375,20.4194450378
1479425738799092948,-0.0331612564623,-0.3125,20.4166660309
