timestamp,status,service,lat,long,alt
1479425729037597894,0,0,37.492893219,-122.382514954,47.5673370361
1479425729040105104,0,0,37.4928970337,-122.382514954,47.5711975098
1479425729042553901,0,0,37.4928970337,-122.382514954,47.5750617981
1479425729045089960,0,0,37.4928970337,-122.382514954,47.5789337158
1479425729047574043,0,0,37.4928970337,-122.382514954,47.5827980042
1479425729050102949,0,0,37.4928970337,-122.382514954,47.5866661072
1479425729052578926,0,0,37.4928970337,-122.382514954,47.5905418396
1479425729055140972,0,0,37.4928970337,-122.382514954,47.5956954956
1479425729057621955,0,0,37.4928970337,-122.382514954,47.5995826721
1479425729060029029,0,0,37.4928970337,-122.382507324,47.6034736633
1479425729062582015,0,0,37.4928970337,-122.382507324,47.6073722839
1479425729065084934,0,0,37.4928970337,-122.382507324,47.6112747192
1479425729067581892,0,0,37.4928970337,-122.382507324,47.6151885986
1479425729070045948,0,0,37.4928970337,-122.382507324,47.6191101074
1479425729072566986,0,0,37.4928970337,-122.382507324,47.6230392456
1479425729075134992,0,0,37.4928970337,-122.382507324,47.6281700134
1479425729077554941,0,0,37.4928970337,-122.382507324,47.6321144104
1479425729080106973,0,0,37.4928970337,-122.382507324,47.6360588074
1479425729082571029,0,0,37.4928970337,-122.382507324,47.6400032043
1479425729085129022,0,0,37.4928970337,-122.382507324,47.6439285278
1479425729087582111,0,0,37.4928970337,-122.382507324,47.6478614807
1479425729090115070,0,0,37.4928970337,-122.382499695,47.6517868042
1479425729092569112,0,0,37.4928970337,-122.382499695,47.6557006836
1479425729095082044,0,0,37.4928970337,-122.382499695,47.6619491577
1479425729097585916,0,0,37.4928970337,-122.382499695,47.665851593
1479425729100074052,0,0,37.4928970337,-122.382499695,47.669757843
1479425729102653980,0,0,37.4928970337,-122.382499695,47.673664093
1479425729105099916,0,0,37.4928970337,-122.382499695,47.6775970459
1479425729107582092,0,0,37.4928970337,-122.382499695,47.6815223694
1479425729110052108,0,0,37.4928970337,-122.382499695,47.685459137
1479425729112554073,0,0,37.4928970337,-122.382499695,47.6893997192
1479425729115113019,0,0,37.4928970337,-122.382499695,47.6937599182
1479425729117595911,0,0,37.4928970337,-122.382499695,47.6977005005
1479425729120084047,0,0,37.4928970337,-122.382499695,47.7016372681
1479425729122565984,0,0,37.4928970337,-122.382492065,47.7055740356
1479425729125104904,0,0,37.4928970337,-122.382492065,47.7095031738
1479425729127584934,0,0,37.4928970337,-122.382492065,47.7134399414
1479425729130100965,0,0,37.4928970337,-122.382492065,47.7173805237
1479425729132560014,0,0,37.4928970337,-122.382492065,47.7213249207
1479425729135099887,0,0,37.4928970337,-122.382492065,47.7250099182
1479425729137562990,0,0,37.4928970337,-122.382492065,47.7289619446
1479425729140074968,0,0,37.4928970337,-122.382492065,47.7329139709
1479425729142599105,0,0,37.4928970337,-122.382492065,47.7368621826
1479425729145107030,0,0,37.4928970337,-122.382492065,47.7407989502
1479425729147613048,0,0,37.4928970337,-122.382492065,47.7447395325
1479425729150038957,0,0,37.4929008484,-122.382492065,47.7486724854
1479425729152578115,0,0,37.4929008484,-122.382484436,47.7525978088
1479425729155109882,0,0,37.4929008484,-122.382484436,47.7561721802
1479425729157588958,0,0,37.4929008484,-122.382484436,47.7600975037
1479425729160100936,0,0,37.4929008484,-122.382484436,47.7640266418
1479425729161676883,0,0,37.4929008484,-122.382484436,47.7679634094
1479425729165083885,0,0,37.4929008484,-122.382484436,47.7719306946
1479425729167591094,0,0,37.4929008484,-122.382484436,47.775894165
1479425729170080900,0,0,37.4929008484,-122.382484436,47.7798728943
1479425729172585010,0,0,37.4929008484,-122.382484436,47.7838630676
1479425729175107002,0,0,37.4929008484,-122.382484436,47.7722396851
1479425729177577972,0,0,37.4929008484,-122.382484436,47.776222229
1479425729180051088,0,0,37.4929008484,-122.382484436,47.7802009583
1479425729182583093,0,0,37.4929008484,-122.382476807,47.7841796875
1479425729185082912,0,0,37.4929008484,-122.382476807,47.7895088196
1479425729187577962,0,0,37.4929008484,-122.382476807,47.7934684753
1479425729190033912,0,0,37.4929008484,-122.382476807,47.797416687
1479425729192536115,0,0,37.4929008484,-122.382476807,47.8013572693
1479425729195048093,0,0,37.4929008484,-122.382476807,47.805431366
1479425729197530031,0,0,37.4929008484,-122.382476807,47.8093643188
1479425729200030088,0,0,37.4929008484,-122.382476807,47.813293457
1479425729202537059,0,0,37.4929008484,-122.382476807,47.8172302246
1479425729205049037,0,0,37.4929008484,-122.382476807,47.8211784363
1479425729207551956,0,0,37.4929008484,-122.382476807,47.8251190186
1479425729210093021,0,0,37.4929008484,-122.382476807,47.8290634155
1479425729212553024,0,0,37.4929008484,-122.382469177,47.8330039978
1479425729215074062,0,0,37.4929008484,-122.382469177,47.8382072449
1479425729217545986,0,0,37.4929008484,-122.382469177,47.8421401978
1479425729220079898,0,0,37.4929008484,-122.382469177,47.8460693359
1479425729222546100,0,0,37.4929008484,-122.382469177,47.8499946594
1479425729225054025,0,0,37.4929008484,-122.382469177,47.8539123535
1479425729227555036,0,0,37.4929008484,-122.382469177,47.8578300476
1479425729230093002,0,0,37.4929008484,-122.382469177,47.8617477417
1479425729232646942,0,0,37.4929008484,-122.382469177,47.8656654358
1479425729235107898,0,0,37.4929008484,-122.382469177,47.8707962036
1479425729237555980,0,0,37.4929008484,-122.382469177,47.8747329712
1479425729240041017,0,0,37.4929008484,-122.382469177,47.8786849976
1479425729242548942,0,0,37.4929008484,-122.382461548,47.882648468
1479425729245048999,0,0,37.4929008484,-122.382461548,47.8866424561
1479425729247545957,0,0,37.4929008484,-122.382461548,47.8906364441
1479425729250046968,0,0,37.4929008484,-122.382461548,47.8946456909
1479425729252568960,0,0,37.4929008484,-122.382461548,47.8986663818
1479425729255090951,0,0,37.4929008484,-122.382461548,47.9025917053
1479425729257540941,0,0,37.4929008484,-122.382461548,47.9066238403
1479425729260041952,0,0,37.4929008484,-122.382461548,47.9106636047
1479425729262562990,0,0,37.4929046631,-122.382461548,47.9146995544
1479425729265053033,0,0,37.4929046631,-122.382461548,47.9187240601
1479425729267533063,0,0,37.4929046631,-122.382461548,47.9227600098
1479425729270040988,0,0,37.4929046631,-122.382461548,47.9267921448
1479425729272547006,0,0,37.4929046631,-122.382453918,47.9308204651
1479425729275058031,0,0,37.4929046631,-122.382453918,47.9371070862
1479425729277539014,0,0,37.4929046631,-122.382453918,47.9411315918
1479425729280071973,0,0,37.4929046631,-122.382453918,47.9451522827
1479425729282543897,0,0,37.4929046631,-122.382453918,47.9491729736
1479425729285092115,0,0,37.4929046631,-122.382453918,47.9531936646
1479425729287587881,0,0,37.4929046631,-122.382453918,47.9572105408
1479425729290035963,0,0,37.4929046631,-122.382453918,47.9612312317
1479425729292558908,0,0,37.4929046631,-122.382453918,47.965259552
1479425729295089006,0,0,37.4929046631,-122.382453918,47.9708862305
1479425729297579050,0,0,37.4929046631,-122.382453918,47.974937439
1479425729300070047,0,0,37.4929046631,-122.382453918,47.9790039062
1479425729302540063,0,0,37.4929046631,-122.382453918,47.9830818176
1479425729305078983,0,0,37.4929046631,-122.382446289,47.9871749878
1479425729307538986,0,0,37.4929046631,-122.382446289,47.9912719727
1479425729310034990,0,0,37.4929046631,-122.382446289,47.9953804016
1479425729312536954,0,0,37.4929046631,-122.382446289,47.9994926453
1479425729315072059,0,0,37.4929046631,-122.382446289,48.0050964355
1479425729317527055,0,0,37.4929046631,-122.382446289,48.0092124939
1479425729320044040,0,0,37.4929046631,-122.382446289,48.0133247375
1479425729322566032,0,0,37.4929046631,-122.382446289,48.0174369812
1479425729325059890,0,0,37.4929046631,-122.382446289,48.0215301514
1479425729327527046,0,0,37.4929046631,-122.382446289,48.0256309509
1479425729330045938,0,0,37.4929046631,-122.382446289,48.0297279358
1479425729332530021,0,0,37.4929046631,-122.382446289,48.033821106
1479425729335067987,0,0,37.4929046631,-122.38243866,48.0387077332
1479425729337516069,0,0,37.4929046631,-122.38243866,48.0427894592
1479425729340063095,0,0,37.4929046631,-122.38243866,48.0468673706
1479425729342570066,0,0,37.4929046631,-122.38243866,48.050945282
1479425729345068931,0,0,37.4929046631,-122.38243866,48.0550346375
1479425729347544908,0,0,37.4929046631,-122.38243866,48.0591239929
1479425729350037097,0,0,37.4929046631,-122.38243866,48.0632286072
1479425729352627992,0,0,37.4929046631,-122.38243866,48.0673446655
1479425729355078935,0,0,37.4929046631,-122.38243866,48.0746917725
1479425729357548952,0,0,37.4929046631,-122.38243866,48.0788383484
1479425729360105991,0,0,37.4929046631,-122.38243866,48.0830001831
1479425729362551927,0,0,37.4929046631,-122.38243866,48.0871658325
1479425729365040063,0,0,37.4929046631,-122.38243103,48.0913352966
1479425729367554903,0,0,37.4929046631,-122.38243103,48.0955085754
1479425729370064973,0,0,37.4929084778,-122.38243103,48.0996780396
1479425729372555971,0,0,37.4929084778,-122.38243103,48.103843689
1479425729375089883,0,0,37.4929084778,-122.38243103,48.1104927063
1479425729377547025,0,0,37.4929084778,-122.38243103,48.1146430969
1479425729380072116,0,0,37.4929084778,-122.38243103,48.1187934875
1479425729382574081,0,0,37.4929084778,-122.38243103,48.1229400635
1479425729385052919,0,0,37.4929084778,-122.38243103,48.1271018982
1479425729387545108,0,0,37.4929084778,-122.38243103,48.1312561035
1479425729390037059,0,0,37.4929084778,-122.38243103,48.1354217529
1479425729392550945,0,0,37.4929084778,-122.38243103,48.139591217
1479425729395093917,0,0,37.4929084778,-122.382423401,48.1474494934
1479425729397516012,0,0,37.4929084778,-122.382423401,48.1516227722
1479425729400036096,0,0,37.4929084778,-122.382423401,48.155796051
1479425729402513027,0,0,37.4929084778,-122.382423401,48.1599655151
1479425729405055046,0,0,37.4929084778,-122.382423401,48.1641159058
1479425729407526969,0,0,37.4929084778,-122.382423401,48.1682701111
1479425729409337997,0,0,37.4929084778,-122.382423401,48.172416687
1479425729412571907,0,0,37.4929084778,-122.382423401,48.1765632629
1479425729415091037,0,0,37.4929084778,-122.382423401,48.1836929321
1479425729417551040,0,0,37.4929084778,-122.382423401,48.1878356934
1479425729420093059,0,0,37.4929084778,-122.382423401,48.1919822693
1479425729422568082,0,0,37.4929084778,-122.382423401,48.1961288452
1479425729425059080,0,0,37.4929084778,-122.382415771,48.1748008728
1479425729427553892,0,0,37.4929084778,-122.382415771,48.1788711548
1479425729430016994,0,0,37.4929084778,-122.382415771,48.1829414368
1479425729432533025,0,0,37.4929084778,-122.382415771,48.1870155334
1479425729435051918,0,0,37.4929084778,-122.382415771,48.1920890808
1479425729437515020,0,0,37.4929084778,-122.382415771,48.1961593628
1479425729440069913,0,0,37.4929084778,-122.382415771,48.2002220154
1479425729442522048,0,0,37.4929084778,-122.382415771,48.2042770386
1479425729445040941,0,0,37.4929084778,-122.382415771,48.2083282471
1479425729447532892,0,0,37.4929084778,-122.382415771,48.2123756409
1479425729450046062,0,0,37.4929084778,-122.382415771,48.2164154053
1479425729452529907,0,0,37.4929084778,-122.382415771,48.220451355
1479425729455066919,0,0,37.4929084778,-122.382415771,48.2254142761
1479425729457535028,0,0,37.4929084778,-122.382408142,48.2294387817
1479425729460088014,0,0,37.4929084778,-122.382408142,48.233455658
1479425729462560892,0,0,37.4929084778,-122.382408142,48.2374687195
1479425729465095996,0,0,37.4929084778,-122.382408142,48.2414741516
1479425729467577934,0,0,37.4929084778,-122.382408142,48.245475769
1479425729470014095,0,0,37.4929084778,-122.382408142,48.2494697571
1479425729472557067,0,0,37.4929084778,-122.382408142,48.2534599304
1479425729475023031,0,0,37.4929084778,-122.382408142,48.259513855
1479425729477595090,0,0,37.4929122925,-122.382408142,48.263507843
1479425729480125904,0,0,37.4929122925,-122.382408142,48.2675018311
1479425729482527017,0,0,37.4929122925,-122.382408142,48.2715034485
1479425729485061883,0,0,37.4929122925,-122.382408142,48.2755279541
1479425729487555980,0,0,37.4929122925,-122.382400513,48.2795410156
1479425729490080118,0,0,37.4929122925,-122.382400513,48.2835617065
1479425729492531061,0,0,37.4929122925,-122.382400513,48.2875785828
1479425729495134115,0,0,37.4929122925,-122.382400513,48.2947769165
1479425729497549057,0,0,37.4929122925,-122.382400513,48.298789978
1479425729500076055,0,0,37.4929122925,-122.382400513,48.3027992249
1479425729502619981,0,0,37.4929122925,-122.382400513,48.3067970276
1479425729505072116,0,0,37.4929122925,-122.382400513,48.3107757568
1479425729507550954,0,0,37.4929122925,-122.382400513,48.3147544861
1479425729510047912,0,0,37.4929122925,-122.382400513,48.3187217712
1479425729512542963,0,0,37.4929122925,-122.382400513,48.3226699829
1479425729515079975,0,0,37.4929122925,-122.382400513,48.3272972107
1479425729517540931,0,0,37.4929122925,-122.382392883,48.3312187195
1479425729520082950,0,0,37.4929122925,-122.382392883,48.3351249695
1479425729522528886,0,0,37.4929122925,-122.382392883,48.3390235901
1479425729525065898,0,0,37.4929122925,-122.382392883,48.3429107666
1479425729527539014,0,0,37.4929122925,-122.382392883,48.346786499
1479425729530040025,0,0,37.4929122925,-122.382392883,48.3506546021
1479425729532582044,0,0,37.4929122925,-122.382392883,48.3545188904
1479425729535079002,0,0,37.4929122925,-122.382392883,48.3602294922
1479425729537554025,0,0,37.4929122925,-122.382392883,48.3640937805
1479425729540096044,0,0,37.4929122925,-122.382392883,48.3679618835
1479425729542574882,0,0,37.4929122925,-122.382392883,48.3718338013
1479425729545058012,0,0,37.4929122925,-122.382392883,48.3757209778
1479425729547589063,0,0,37.4929122925,-122.382385254,48.3796043396
1479425729550044059,0,0,37.4929122925,-122.382385254,48.3834877014
1479425729552563905,0,0,37.4929122925,-122.382385254,48.3873634338
1479425729555079936,0,0,37.4929122925,-122.382385254,48.3929862976
1479425729557548046,0,0,37.4929122925,-122.382385254,48.3968429565
1479425729560090065,0,0,37.4929122925,-122.382385254,48.4006919861
1479425729562562942,0,0,37.4929122925,-122.382385254,48.4045219421
1479425729565063953,0,0,37.4929122925,-122.382385254,48.40832901
1479425729567567110,0,0,37.4929122925,-122.382385254,48.4121360779
1479425729570058107,0,0,37.4929122925,-122.382385254,48.4159317017
1479425729572560071,0,0,37.4929122925,-122.382385254,48.419719696
1479425729575097084,0,0,37.4929122925,-122.382385254,48.4264144897
1479425729577555894,0,0,37.4929122925,-122.382377625,48.4301834106
1479425729580082893,0,0,37.4929122925,-122.382377625,48.4339485168
1479425729582573890,0,0,37.4929122925,-122.382377625,48.437702179
1479425729585100889,0,0,37.4929122925,-122.382377625,48.441444397
1479425729587547063,0,0,37.4929161072,-122.382377625,48.4451789856
1479425729590055942,0,0,37.4929161072,-122.382377625,48.4489059448
1479425729592540979,0,0,37.4929161072,-122.382377625,48.4526252747
1479425729595103979,0,0,37.4929161072,-122.382377625,48.4573440552
1479425729597532033,0,0,37.4929161072,-122.382377625,48.4610557556
1479425729600130081,0,0,37.4929161072,-122.382377625,48.4647674561
1479425729602647066,0,0,37.4929161072,-122.382377625,48.4684829712
1479425729605058908,0,0,37.4929161072,-122.382377625,48.4722137451
1479425729607547044,0,0,37.4929161072,-122.382369995,48.4759407043
1479425729610055923,0,0,37.4929161072,-122.382369995,48.479675293
1479425729612562894,0,0,37.4929161072,-122.382369995,48.4834136963
1479425729615065097,0,0,37.4929161072,-122.382369995,48.4887008667
1479425729617553949,0,0,37.4929161072,-122.382369995,48.4924430847
1479425729620110034,0,0,37.4929161072,-122.382369995,48.4961853027
1479425729622555971,0,0,37.4929161072,-122.382369995,48.4999237061
1479425729625053882,0,0,37.4929161072,-122.382369995,48.5036430359
1479425729627593994,0,0,37.4929161072,-122.382369995,48.5073738098
1479425729630037069,0,0,37.4929161072,-122.382369995,48.5110969543
1479425729632527112,0,0,37.4929161072,-122.382369995,48.5148086548
1479425729635088920,0,0,37.4929161072,-122.382369995,48.521232605
1479425729637579917,0,0,37.4929161072,-122.382369995,48.5249290466
1479425729640089988,0,0,37.4929161072,-122.382362366,48.5286140442
1479425729642535924,0,0,37.4929161072,-122.382362366,48.5322875977
1479425729645050048,0,0,37.4929161072,-122.382362366,48.535949707
1479425729647537946,0,0,37.4929161072,-122.382362366,48.5395965576
1479425729650058031,0,0,37.4929161072,-122.382362366,48.5432319641
1479425729652563095,0,0,37.4929161072,-122.382362366,48.5468559265
1479425729655082941,0,0,37.4929161072,-122.382362366,48.5500030518
1479425729656312942,0,0,37.4929161072,-122.382362366,48.553604126
1479425729660077095,0,0,37.4929161072,-122.382362366,48.5572052002
1479425729662514925,0,0,37.4929161072,-122.382362366,48.5608100891
1479425729665041923,0,0,37.4929161072,-122.382362366,48.5644340515
1479425729667525053,0,0,37.4929161072,-122.382362366,48.5680580139
1479425729670046091,0,0,37.4929161072,-122.382354736,48.5716934204
1479425729672525882,0,0,37.4929161072,-122.382354736,48.5753440857
1479425729675060987,0,0,37.4929161072,-122.382354736,48.5925674438
1479425729677540063,0,0,37.4929161072,-122.382354736,48.5963668823
1479425729680097103,0,0,37.4929161072,-122.382354736,48.6001739502
1479425729682543039,0,0,37.4929161072,-122.382354736,48.6039848328
1479425729685076951,0,0,37.4929161072,-122.382354736,48.6090087891
1479425729687531948,0,0,37.4929161072,-122.382354736,48.612827301
1479425729690052032,0,0,37.4929161072,-122.382354736,48.6166496277
1479425729692593097,0,0,37.4929161072,-122.382354736,48.6204681396
1479425729695070981,0,0,37.4929161072,-122.382354736,48.6266403198
1479425729697592020,0,0,37.4929199219,-122.382354736,48.6304473877
1479425729700088024,0,0,37.4929199219,-122.382347107,48.6342468262
1479425729702558994,0,0,37.4929199219,-122.382347107,48.6380348206
1479425729705065011,0,0,37.4929199219,-122.382347107,48.6417999268
1479425729707552909,0,0,37.4929199219,-122.382347107,48.645565033
1479425729710088014,0,0,37.4929199219,-122.382347107,48.6493225098
1479425729712562084,0,0,37.4929199219,-122.382347107,48.6530685425
1479425729715068101,0,0,37.4929199219,-122.382347107,48.6597213745
1479425729717557907,0,0,37.4929199219,-122.382347107,48.6634635925
1479425729720112085,0,0,37.4929199219,-122.382347107,48.6672096252
1479425729722522974,0,0,37.4929199219,-122.382347107,48.6709594727
1479425729725054979,0,0,37.4929199219,-122.382347107,48.6747322083
1479425729727554082,0,0,37.4929199219,-122.382347107,48.6784973145
1479425729730050086,0,0,37.4929199219,-122.382339478,48.68227005
1479425729732547998,0,0,37.4929199219,-122.382339478,48.6860542297
1479425729735080957,0,0,37.4929199219,-122.382339478,48.6920890808
1479425729737539052,0,0,37.4929199219,-122.382339478,48.6958961487
1479425729740156888,0,0,37.4929199219,-122.382339478,48.6997108459
1479425729742614984,0,0,37.4929199219,-122.382339478,48.703540802
1479425729745060920,0,0,37.4929199219,-122.382339478,48.7073783875
1479425729747564077,0,0,37.4929199219,-122.382339478,48.711227417
1479425729750045061,0,0,37.4929199219,-122.382339478,48.7150802612
1479425729752546072,0,0,37.4929199219,-122.382339478,48.7189331055
1479425729755090951,0,0,37.4929199219,-122.382339478,48.726146698
1479425729757536888,0,0,37.4929199219,-122.382339478,48.7300033569
1479425729760094881,0,0,37.4929199219,-122.382331848,48.7338600159
1479425729762548923,0,0,37.4929199219,-122.382331848,48.7377166748
1479425729765064001,0,0,37.4929199219,-122.382331848,48.7415809631
1479425729767595052,0,0,37.4929199219,-122.382331848,48.7454452515
1479425729770019054,0,0,37.4929199219,-122.382331848,48.7493171692
1479425729772553920,0,0,37.4929199219,-122.382331848,48.7531890869
1479425729775062084,0,0,37.4929199219,-122.382331848,48.759147644
1479425729777554988,0,0,37.4929199219,-122.382331848,48.7630271912
1479425729780098915,0,0,37.4929199219,-122.382331848,48.7669067383
1479425729782562971,0,0,37.4929199219,-122.382331848,48.7707862854
1479425729785026073,0,0,37.4929199219,-122.382331848,48.7746582031
1479425729787549018,0,0,37.4929199219,-122.382331848,48.7785339355
1479425729790038108,0,0,37.4929199219,-122.382331848,48.782409668
1479425729792573928,0,0,37.4929199219,-122.382324219,48.7862892151
1479425729795084953,0,0,37.4929199219,-122.382324219,48.7909660339
1479425729797518014,0,0,37.4929199219,-122.382324219,48.7948570251
1479425729800132036,0,0,37.4929199219,-122.382324219,48.7987556458
1479425729802580118,0,0,37.4929199219,-122.382324219,48.8026618958
1479425729805058956,0,0,37.4929237366,-122.382324219,48.8065757751
