timestamp,gear_state,gear_cmd
1479425745605434954,4,0
1479425745655583468,4,0
1479425745705612083,4,0
1479425745755686587,4,0
1479425745806003087,4,0
1479425745855861762,4,0
1479425745905925041,4,0
1479425745956044193,4,0
1479425746006137766,4,0
1479425746056171279,4,0
1479425746106566856,4,0
1479425746156341119,4,0
1479425746206466118,4,0
1479425746256561931,4,0
1479425746306626204,4,0
1479425746356688999,4,0
1479425746406775990,4,0
1479425746456856898,4,0
1479425746506959550,4,0
1479425746557020459,4,0
1479425746607109435,4,0
1479425746657194619,4,0
1479425746707386136,4,0
1479425746757386030,4,0
1479425746807489246,4,0
1479425746857581436,4,0
1479425746907605733,4,0
1479425746957754705,4,0
1479425747007935195,4,0
1479425747057912479,4,0
1479425747107942486,4,0
1479425747158059702,4,0
1479425747208147426,4,0
1479425747258229881,4,0
1479425747308319528,4,0
1479425747358388773,4,0
1479425747408481362,4,0
1479425747458582067,4,0
1479425747508637820,4,0
1479425747558735968,4,0
1479425747608819158,4,0
1479425747658916000,4,0
1479425747708991917,4,0
1479425747759064979,4,0
1479425747809166093,4,0
1479425747859218391,4,0
1479425747909317480,4,0
1479425747959427023,4,0
1479425748009480395,4,0
1479425748059569172,4,0
1479425748109654321,4,0
1479425748159745695,4,0
1479425748209818020,4,0
1479425748259912619,4,0
1479425748310002857,4,0
1479425748360077964,4,0
1479425748410148238,4,0
1479425748460283051,4,0
1479425748510342677,4,0
1479425748560419244,4,0
1479425748610571468,4,0
1479425748660572818,4,0
1479425748710647851,4,0
1479425748760742057,4,0
1479425748810823246,4,0
1479425748860915848,4,0
1479425748911028155,4,0
1479425748961095725,4,0
1479425749011187534,4,0
1479425749061274641,4,0
1479425749111363217,4,0
1479425749161448495,4,0
1479425749211567008,4,0
1479425749261603620,4,0
1479425749311691752,4,0
1479425749361960664,4,0
1479425749411862662,4,0
1479425749462022177,4,0
1479425749512006002,4,0
1479425749562093107,4,0
1479425749612195130,4,0
1479425749662267743,4,0
1479425749712396631,4,0
1479425749762710080,4,0
1479425749812617066,4,0
1479425749862594566,4,0
1479425749912692097,4,0
1479425749962804443,4,0
1479425750012870395,4,0
1479425750062941330,4,0
1479425750113052481,4,0
1479425750163131328,4,0
1479425750213186645,4,0
1479425750263311233,4,0
1479425750313388205,4,0
1479425750363465679,4,0
1479425750413581943,4,0
1479425750463647115,4,0
1479425750513709230,4,0
1479425750563774191,4,0
1479425750613959720,4,0
1479425750663961096,4,0
1479425750714296455,4,0
1479425750764116795,4,0
1479425750814235681,4,0
1479425750864317554,4,0
1479425750914386480,4,0
1479425750964459284,4,0
1479425751014569308,4,0
1479425751064638055,4,0
1479425751114729647,4,0
1479425751164822743,4,0
1479425751214913836,4,0
1479425751264999306,4,0
1479425751315057713,4,0
1479425751365135934,4,0
1479425751415251942,4,0
1479425751465347948,4,0
1479425751515401426,4,0
1479425751565463208,4,0
1479425751615570165,4,0
1479425751665638669,4,0
1479425751715739441,4,0
1479425751765818550,4,0
1479425751815884708,4,0
1479425751866010354,4,0
1479425751916147441,4,0
1479425751966175859,4,0
1479425752016255322,4,0
1479425752066562744,4,0
1479425752116434439,4,0
1479425752166759311,4,0
1479425752216601730,4,0
1479425752266710419,4,0
1479425752316739282,4,0
1479425752366979479,4,0
1479425752416946331,4,0
1479425752467025348,4,0
1479425752517100872,4,0
1479425752567212462,4,0
1479425752617286509,4,0
1479425752667334187,4,0
1479425752717422882,4,0
1479425752767568445,4,0
1479425752817590646,4,0
1479425752867689190,4,0
1479425752917810531,4,0
1479425752967934969,4,0
1479425753017931491,4,0
1479425753068172717,4,0
1479425753118117544,4,0
1479425753168171071,4,0
1479425753218272016,4,0
1479425753268376606,4,0
1479425753318582028,4,0
1479425753368605689,4,0
1479425753418638856,4,0
1479425753468775838,4,0
1479425753518923293,4,0
1479425753568883908,4,0
1479425753618945005,4,0
1479425753669025267,4,0
1479425753719133660,4,0
1479425753769214343,4,0
1479425753819274601,4,0
1479425753869357664,4,0
1479425753919461520,4,0
1479425753969566682,4,0
1479425754019663169,4,0
1479425754069689783,4,0
1479425754119839018,4,0
1479425754169865853,4,0
1479425754219980353,4,0
1479425754270047958,4,0
1479425754320133988,4,0
1479425754370235557,4,0
1479425754420363323,4,0
1479425754470385204,4,0
1479425754520482832,4,0
1479425754570569270,4,0
1479425754620635292,4,0
1479425754670728311,4,0
1479425754720814525,4,0
1479425754770913538,4,0
1479425754820962371,4,0
1479425754871073193,4,0
1479425754921150769,4,0
1479425754971231281,4,0
1479425755021359508,4,0
1479425755071413389,4,0
1479425755121478570,4,0
1479425755171599444,4,0
1479425755221633315,4,0
1479425755271736686,4,0
1479425755322008155,4,0
1479425755371902047,4,0
1479425755422003066,4,0
1479425755472068304,4,0
1479425755522174618,4,0
1479425755572273639,4,0
1479425755622346512,4,0
1479425755672434173,4,0
1479425755722580338,4,0
1479425755772640101,4,0
1479425755822750597,4,0
1479425755873038291,4,0
1479425755922862665,4,0
1479425755972911900,4,0
1479425756022978279,4,0
1479425756073094053,4,0
1479425756123173360,4,0
1479425756173252204,4,0
1479425756223341625,4,0
1479425756273414532,4,0
1479425756323571039,4,0
1479425756373598548,4,0
1479425756423684797,4,0
1479425756473788561,4,0
1479425756523860515,4,0
1479425756573958541,4,0
1479425756624023361,4,0
1479425756674089124,4,0
1479425756724209893,4,0
1479425756774251791,4,0
1479425756824337849,4,0
1479425756874434119,4,0
1479425756924579706,4,0
1479425756974632375,4,0
1479425757024686116,4,0
1479425757074881858,4,0
1479425757124867976,4,0
1479425757174959262,4,0
1479425757225064842,4,0
1479425757275110625,4,0
1479425757325192983,4,0
1479425757375337796,4,0
1479425757425384847,4,0
1479425757475457317,4,0
1479425757525572482,4,0
1479425757575655410,4,0
1479425757625739164,4,0
1479425757675821387,4,0
1479425757725868177,4,0
1479425757776160538,4,0
1479425757826059570,4,0
1479425757876160427,4,0
1479425757926218934,4,0
1479425757976316949,4,0
1479425758026632995,4,0
1479425758076461078,4,0
1479425758126674993,4,0
1479425758176646447,4,0
1479425758226720419,4,0
1479425758276816045,4,0
1479425758326901694,4,0
1479425758376979666,4,0
1479425758427067032,4,0
1479425758477148924,4,0
1479425758527254759,4,0
1479425758577312114,4,0
1479425758627563571,4,0
1479425758677486119,4,0
1479425758727574032,4,0
1479425758777645530,4,0
1479425758827729780,4,0
1479425758877839555,4,0
1479425758927939628,4,0
1479425758978006245,4,0
1479425759028092236,4,0
1479425759078186033,4,0
1479425759128240504,4,0
1479425759178316867,4,0
1479425759228412910,4,0
1479425759278568534,4,0
1479425759328605790,4,0
1479425759378690930,4,0
1479425759428777479,4,0
1479425759478862276,4,0
1479425759528917456,4,0
1479425759579007842,4,0
1479425759629093847,4,0
1479425759679184012,4,0
1479425759729274305,4,0
1479425759779342342,4,0
1479425759829448253,4,0
1479425759879582030,4,0
1479425759929609918,4,0
1479425759979698688,4,0
1479425760029778551,4,0
1479425760079863539,4,0
1479425760129958587,4,0
1479425760180050691,4,0
1479425760230128612,4,0
1479425760280199830,4,0
1479425760330262136,4,0
1479425760380355058,4,0
1479425760430446293,4,0
1479425760480578811,4,0
1479425760530652372,4,0
1479425760580688260,4,0
1479425760630789643,4,0
1479425760680961935,4,0
1479425760730939003,4,0
1479425760781087398,4,0
1479425760831130048,4,0
1479425760881229175,4,0
1479425760931289820,4,0
1479425760981396599,4,0
1479425761031481567,4,0
1479425761081579502,4,0
1479425761131649342,4,0
1479425761181728167,4,0
1479425761231780484,4,0
1479425761281867081,4,0
1479425761331954660,4,0
1479425761382061121,4,0
1479425761432123521,4,0
1479425761482228175,4,0
1479425761532322382,4,0
1479425761582414089,4,0
1479425761632485309,4,0
1479425761682598918,4,0
1479425761732649054,4,0
1479425761782913090,4,0
1479425761832821885,4,0
1479425761882910303,4,0
1479425761932996947,4,0
1479425761983066085,4,0
1479425762033128975,4,0
1479425762083224384,4,0
1479425762133344321,4,0
1479425762183396792,4,0
1479425762233584759,4,0
1479425762283592139,4,0
1479425762333642342,4,0
1479425762383729923,4,0
1479425762433825991,4,0
1479425762483914965,4,0
1479425762533982982,4,0
1479425762584092390,4,0
1479425762634183860,4,0
1479425762684261227,4,0
1479425762734331960,4,0
1479425762784447489,4,0
1479425762834582678,4,0
1479425762884611723,4,0
1479425762934656231,4,0
1479425762984737548,4,0
1479425763034825678,4,0
1479425763084919465,4,0
1479425763135005671,4,0
1479425763185114652,4,0
1479425763235212290,4,0
1479425763285301692,4,0
1479425763335336504,4,0
1479425763385478014,4,0
1479425763435583604,4,0
1479425763485617866,4,0
1479425763535737208,4,0
1479425763585751540,4,0
1479425763635871486,4,0
1479425763685942127,4,0
1479425763736230337,4,0
1479425763786157652,4,0
1479425763836219654,4,0
1479425763886289484,4,0
1479425763936409844,4,0
1479425763986658570,4,0
1479425764036594544,4,0
1479425764086969847,4,0
1479425764136724704,4,0
1479425764187002841,4,0
1479425764236889373,4,0
1479425764287178529,4,0
1479425764337053159,4,0
1479425764387322138,4,0
1479425764437216965,4,0
1479425764487478319,4,0
1479425764537387040,4,0
1479425764587907543,4,0
1479425764637590443,4,0
1479425764688087798,4,0
1479425764737751065,4,0
1479425764788140653,4,0
1479425764837896185,4,0
1479425764888347795,4,0
1479425764938059463,4,0
1479425764988429733,4,0
1479425765038246375,4,0
1479425765088472596,4,0
1479425765138404964,4,0
1479425765188611147,4,0
1479425765238578643,4,0
1479425765288762773,4,0
1479425765338742889,4,0
1479425765388918507,4,0
1479425765438919001,4,0
1479425765489083947,4,0
1479425765539076217,4,0
1479425765589247087,4,0
1479425765639225443,4,0
1479425765689399368,4,0
1479425765739393939,4,0
1479425765789573814,4,0
1479425765839630905,4,0
1479425765889761846,4,0
1479425765940447417,4,0
1479425765990095076,4,0
1479425766040424508,4,0
1479425766090108714,4,0
1479425766140699546,4,0
1479425766190346069,4,0
1479425766240625988,4,0
1479425766290606883,4,0
1479425766340589392,4,0
1479425766390676101,4,0
1479425766440721280,4,0
1479425766490712389,4,0
1479425766540949283,4,0
1479425766591089025,4,0
1479425766640924061,4,0
1479425766691225385,4,0
1479425766741140437,4,0
1479425766791405342,4,0
1479425766841293507,4,0
1479425766891612282,4,0
1479425766941449238,4,0
1479425766991871503,4,0
1479425767041604015,4,0
1479425767091985965,4,0
1479425767141790600,4,0
1479425767192215589,4,0
1479425767241970234,4,0
1479425767292037310,4,0
1479425767342122986,4,0
1479425767392345367,4,0
1479425767442297333,4,0
1479425767492570461,4,0
1479425767542474177,4,0
1479425767592582632,4,0
1479425767642759557,4,0
1479425767692700909,4,0
1479425767742795213,4,0
1479425767792923859,4,0
1479425767843025999,4,0
1479425767893155684,4,0
1479425767943141864,4,0
1479425767993212371,4,0
1479425768043311064,4,0
1479425768093369667,4,0
1479425768143475611,4,0
1479425768193581005,4,0
1479425768243659481,4,0
1479425768293710961,4,0
1479425768343831201,4,0
1479425768393903156,4,0
1479425768443992788,4,0
1479425768494073638,4,0
1479425768544145619,4,0
1479425768594221208,4,0
1479425768644329669,4,0
1479425768694393859,4,0
1479425768744497722,4,0
1479425768794575625,4,0
1479425768844665660,4,0
1479425768894748921,4,0
1479425768944851095,4,0
1479425768994924423,4,0
1479425769044967921,4,0
1479425769095085370,4,0
1479425769145187396,4,0
1479425769195476673,4,0
1479425769245349304,4,0
1479425769295440832,4,0
1479425769345577049,4,0
1479425769395586814,4,0
1479425769445689127,4,0
1479425769495756845,4,0
1479425769545842015,4,0
1479425769595938402,4,0
1479425769646004067,4,0
1479425769696118170,4,0
1479425769746189028,4,0
1479425769796487026,4,0
1479425769846392488,4,0
1479425769896577166,4,0
1479425769946591196,4,0
1479425769996608299,4,0
1479425770046826391,4,0
1479425770096799826,4,0
1479425770146905572,4,0
1479425770196917050,4,0
1479425770247053111,4,0
1479425770297110907,4,0
1479425770347177496,4,0
1479425770397282218,4,0
1479425770447391444,4,0
1479425770497467818,4,0
1479425770547711985,4,0
1479425770597615346,4,0
1479425770647752200,4,0
1479425770697785620,4,0
1479425770747853152,4,0
1479425770797938393,4,0
1479425770848070331,4,0
1479425770898101626,4,0
1479425770948208744,4,0
1479425770998285500,4,0
1479425771048384455,4,0
1479425771098471276,4,0
1479425771148591510,4,0
1479425771198643695,4,0
1479425771248714403,4,0
1479425771298793821,4,0
1479425771348870262,4,0
1479425771398975484,4,0
1479425771449054900,4,0
1479425771499130827,4,0
1479425771549194641,4,0
1479425771599296051,4,0
1479425771649373587,4,0
1479425771699476394,4,0
1479425771749588181,4,0
1479425771799619169,4,0
1479425771849740699,4,0
1479425771899802599,4,0
1479425771949891989,4,0
1479425771999983954,4,0
1479425772050062926,4,0
1479425772100152743,4,0
1479425772150221176,4,0
1479425772200323056,4,0
1479425772250410656,4,0
1479425772300464560,4,0
1479425772350586771,4,0
1479425772400657253,4,0
1479425772450748576,4,0
1479425772500844120,4,0
1479425772551067068,4,0
1479425772600991727,4,0
1479425772651090491,4,0
1479425772701166878,4,0
1479425772751266220,4,0
1479425772801320618,4,0
1479425772851423675,4,0
1479425772901484850,4,0
1479425772951595615,4,0
1479425773001680635,4,0
1479425773051740889,4,0
1479425773101836882,4,0
1479425773151943287,4,0
1479425773202037725,4,0
1479425773252117382,4,0
1479425773302198928,4,0
1479425773352264713,4,0
1479425773402325932,4,0
1479425773452422017,4,0
1479425773502658254,4,0
1479425773552628635,4,0
1479425773602697352,4,0
1479425773652792259,4,0
1479425773702845976,4,0
1479425773752923481,4,0
1479425773803063053,4,0
1479425773853145137,4,0
1479425773903213589,4,0
1479425773953271959,4,0
1479425774003357571,4,0
1479425774053464029,4,0
1479425774103581076,4,0
1479425774153603856,4,0
1479425774203703331,4,0
1479425774253783429,4,0
1479425774303877381,4,0
1479425774354095234,4,0
1479425774404068250,4,0
1479425774454110120,4,0
1479425774504207060,4,0
1479425774554269720,4,0
1479425774604367811,4,0
1479425774654472896,4,0
1479425774704574223,4,0
1479425774754613133,4,0
1479425774804713587,4,0
1479425774854829279,4,0
1479425774904875810,4,0
1479425774954975420,4,0
1479425775005063088,4,0
1479425775055121135,4,0
1479425775105200013,4,0
1479425775155306760,4,0
1479425775205407383,4,0
1479425775255465892,4,0
1479425775305585392,4,0
1479425775355689757,4,0
1479425775405735234,4,0
1479425775455848812,4,0
1479425775505895257,4,0
1479425775555994789,4,0
1479425775606070821,4,0
1479425775656153729,4,0
1479425775706244222,4,0
1479425775756406039,4,0
1479425775806422817,4,0
1479425775856482814,4,0
1479425775906598225,4,0
1479425775956657204,4,0
1479425776007577715,4,0
1479425776056922174,4,0
1479425776107096094,4,0
1479425776157156080,4,0
1479425776207146757,4,0
1479425776257402598,4,0
1479425776307350774,4,0
1479425776357410286,4,0
1479425776407570937,4,0
1479425776457601328,4,0
1479425776507744059,4,0
1479425776557783221,4,0
1479425776608099638,4,0
1479425776657835012,4,0
1479425776708047973,4,0
1479425776758018540,4,0
1479425776808303873,4,0
1479425776858190016,4,0
1479425776908295237,4,0
1479425776958343505,4,0
1479425777008438423,4,0
1479425777058574588,4,0
1479425777108609149,4,0
1479425777158799400,4,0
1479425777208771269,4,0
1479425777258863914,4,0
1479425777308959817,4,0
1479425777359055907,4,0
1479425777409101373,4,0
1479425777459192273,4,0
1479425777509285227,4,0
1479425777559351744,4,0
1479425777609467666,4,0
1479425777659594605,4,0
1479425777709618552,4,0
1479425777759699778,4,0
1479425777809786115,4,0
1479425777859875723,4,0
1479425777909948296,4,0
1479425777960012144,4,0
1479425778010116233,4,0
1479425778060226788,4,0
1479425778110277381,4,0
1479425778160388716,4,0
1479425778210437869,4,0
1479425778260573478,4,0
1479425778310632405,4,0
1479425778360713935,4,0
1479425778410792154,4,0
1479425778460882601,4,0
1479425778510970351,4,0
1479425778561056526,4,0
1479425778611138517,4,0
1479425778661245390,4,0
1479425778711316430,4,0
1479425778761390596,4,0
1479425778811474715,4,0
1479425778861588275,4,0
1479425778911624319,4,0
1479425778961702538,4,0
1479425779011829916,4,0
1479425779061878533,4,0
1479425779112003827,4,0
1479425779162058057,4,0
1479425779212170757,4,0
1479425779262235195,4,0
1479425779312317650,4,0
1479425779362390447,4,0
1479425779412495969,4,0
1479425779462720059,4,0
1479425779512650013,4,0
1479425779562740700,4,0
1479425779612830264,4,0
1479425779663193312,4,0
1479425779712979269,4,0
1479425779763121466,4,0
1479425779813196332,4,0
1479425779863260195,4,0
1479425779915074282,4,0
1479425779963426677,4,0
1479425780013493288,4,0
1479425780063578316,4,0
1479425780113654954,4,0
1479425780163775639,4,0
1479425780214071502,4,0
1479425780263924636,4,0
1479425780314100143,4,0
1479425780364076257,4,0
1479425780414387285,4,0
1479425780464319889,4,0
1479425780514394411,4,0
1479425780564469103,4,0
1479425780614571656,4,0
1479425780664724550,4,0
1479425780715045511,4,0
1479425780764751560,4,0
1479425780815022378,4,0
1479425780864933190,4,0
1479425780915093105,4,0
1479425780965099638,4,0
1479425781015197011,4,0
1479425781065391397,4,0
1479425781115365858,4,0
1479425781165422829,4,0
1479425781215570536,4,0
1479425781265603382,4,0
1479425781315797793,4,0
1479425781365820532,4,0
1479425781415891922,4,0
1479425781466101799,4,0
1479425781516093137,4,0
1479425781566357307,4,0
1479425781616185430,4,0
1479425781666286446,4,0
1479425781716384519,4,0
1479425781766483403,4,0
1479425781816613591,4,0
1479425781866652723,4,0
1479425781916715342,4,0
1479425781966987242,4,0
1479425782016886463,4,0
1479425782066982126,4,0
1479425782117080107,4,0
1479425782167124809,4,0
1479425782217241332,4,0
1479425782267307138,4,0
1479425782317394113,4,0
1479425782367471493,4,0
1479425782417575571,4,0
1479425782467623434,4,0
1479425782517746413,4,0
1479425782567873718,4,0
1479425782617924930,4,0
1479425782667966928,4,0
1479425782718078338,4,0
1479425782768159616,4,0
1479425782818303751,4,0
1479425782868343181,4,0
1479425782918397986,4,0
1479425782968490460,4,0
1479425783018594887,4,0
1479425783068667870,4,0
1479425783118744102,4,0
1479425783168829960,4,0
1479425783218974346,4,0
1479425783268993798,4,0
1479425783319110110,4,0
1479425783369147532,4,0
1479425783419239163,4,0
1479425783469329664,4,0
1479425783519421249,4,0
1479425783569582972,4,0
1479425783619577774,4,0
1479425783669652604,4,0
1479425783719743129,4,0
1479425783769828276,4,0
1479425783819946619,4,0
1479425783869995972,4,0
1479425783920096561,4,0
1479425783970192066,4,0
1479425784020283004,4,0
1479425784070362282,4,0
1479425784120427994,4,0
1479425784170582068,4,0
1479425784220616593,4,0
1479425784270684933,4,0
1479425784320810100,4,0
1479425784370847453,4,0
1479425784420945138,4,0
1479425784471020785,4,0
1479425784523155775,4,0
1479425784571201052,4,0
1479425784621284963,4,0
1479425784671374260,4,0
1479425784721478273,4,0
1479425784771595835,4,0
1479425784821602415,4,0
1479425784871707226,4,0
1479425784921785285,4,0
1479425784971878607,4,0
1479425785021957200,4,0
1479425785072036707,4,0
1479425785122143589,4,0
1479425785172199356,4,0
1479425785222312009,4,0
1479425785272376936,4,0
1479425785322462283,4,0
1479425785372576141,4,0
1479425785422658309,4,0
1479425785472722126,4,0
1479425785522905122,4,0
1479425785572875801,4,0
1479425785622982942,4,0
1479425785673061051,4,0
1479425785723464181,4,0
1479425785773208944,4,0
1479425785823317216,4,0
1479425785873418934,4,0
1479425785923488456,4,0
1479425785973602607,4,0
1479425786023652536,4,0
1479425786074293087,4,0
1479425786123823914,4,0
1479425786173924751,4,0
1479425786223968886,4,0
1479425786274066398,4,0
1479425786324152506,4,0
1479425786374239293,4,0
1479425786424323093,4,0
1479425786474391601,4,0
1479425786524470362,4,0
1479425786574587127,4,0
1479425786624649590,4,0
1479425786674756140,4,0
1479425786724830252,4,0
1479425786774923843,4,0
1479425786824985818,4,0
1479425786875095113,4,0
1479425786925185740,4,0
1479425786975260982,4,0
